ph_measurement;Temperature;Soil_Humidity;Electrical_conductivity(uS/cm);Target;
2,1;26,6;29,2;3,3;2;
5,1;22,7;26,4;5,3;1;
2,7;17,6;95,6;1,3;0;
1,5;17;75,6;1,9;0;
6;19,4;47,2;1,7;2;
9,9;22,4;80,4;3,9;0;
9,3;24,2;54,4;1,3;2;
6,3;21,8;84;3,9;0;
10,5;27,2;96,4;1,7;0;
3,9;20;26,8;6,1;1;
9,9;32,6;76,4;2,3;0;
7,2;30,2;46,4;2,9;1;
7,8;23,9;98,4;4,7;0;
5,4;20;27,2;4,1;1;
11,1;23,9;6,8;2,9;2;
0,3;27,8;42,8;2,7;2;
13,5;29,9;5,6;2,5;1;
9,6;32,3;84,8;4,9;0;
11,1;27,2;76;3,3;0;
2,4;31,1;21,6;5,9;1;
9,6;31,4;29,6;2,5;1;
0,6;18,8;44;3,5;2;
6;29,9;54;1,3;1;
12,9;32,3;72;2,9;0;
0,3;17,6;63,6;2,7;2;
12;23,9;20,8;2,9;2;
9,6;19,7;91,2;1,1;0;
12,9;19,4;26,4;4,9;1;
13,2;24,8;48,8;2,5;2;
1,8;21,2;88;4,3;0;
9,3;24,2;54,4;1,3;2;
1,8;29,3;1,2;3,1;1;
7,2;22,7;6;5,7;1;
6;20;33,6;2,3;2;
2,7;28,4;92;1,1;0;
3,9;29,9;61,6;3,3;1;
6,3;17,3;78;4,3;0;
12,6;30,8;38,4;3,1;1;
3,6;31,4;28,8;6,1;1;
11,4;24,2;65,2;6,1;1;
6,9;27,8;55,2;2,9;2;
6,3;20,9;22;5,3;1;
0,3;17,9;33,2;2,9;2;
10,2;26;21,2;3,3;2;
0,3;29,6;90,4;2,3;0;
9,6;30,8;54;6,1;1;
3,3;23,6;38,4;2,9;2;
1,2;24,8;62,8;2,7;2;
1,2;20;40;1,1;2;
1,8;22,1;64,8;2,5;2;
12,3;17;43,2;3,9;1;
6,3;31,7;54,8;4,1;1;
5,4;20;27,2;4,1;1;
9,6;24,5;22,8;5,3;1;
5,7;23,9;50,8;3,7;1;
0;31,7;60,4;1,3;1;
0,3;19,4;94,4;4,3;0;
3,6;32,6;71,6;3,9;0;
7,2;25,7;36,8;4,5;1;
7,8;21,5;85,2;2,3;0;
2,4;17;56;4,3;1;
13,8;29,6;56,8;3,9;1;
3,9;17;77,2;5,7;0;
7,2;26,6;32,8;1,9;2;
3;24,8;37,6;3,9;1;
0,3;19,1;56,8;2,3;2;
7,5;31,4;60;3,7;1;
13,8;23,9;24;3,7;1;
9,6;24,2;73,6;3,7;0;
12;29,9;6,8;2,3;1;
0;17,3;98;4,1;0;
1,8;20,3;72,4;4,3;0;
11,4;31,4;43,6;5,1;1;
6;20;33,6;2,3;2;
3,6;28,1;30,8;5,1;1;
2,4;26,9;11,2;5,1;1;
6,3;17,6;75,6;4,5;0;
11,4;21,5;13,2;5,3;1;
6;29,9;54;1,3;1;
12;17;46;6,1;1;
6,3;25,7;20,4;4,1;1;
8,7;28,4;67,2;3,3;1;
4,2;29,3;13,6;1,3;1;
10,2;25,4;56,4;5,5;1;
11,1;22,4;97,2;5,9;0;
3;22,4;32,4;6,1;1;
4,8;29;8,4;1,7;1;
3;22,7;88,4;3,9;0;
12,6;32,3;22,4;6,1;1;
6,6;23;6,4;5,1;1;
0,3;20,3;13,6;2,9;2;
7,5;23,9;35,6;6,1;1;
2,1;22,1;15,6;1,3;2;
0;31,1;81,2;5,3;0;
10,8;27,5;71,6;3,9;0;
6,3;26,3;19,6;5,7;1;
9,6;21,8;0,8;5,9;1;
3,6;19,7;31,6;1,1;2;
10,8;23,9;99,6;2,3;0;
10,2;21,2;82,8;3,5;0;
6;20,3;98,8;3,7;0;
8,1;20,9;32;3,1;2;
9;24,2;24;4,3;1;
5,1;18,5;40,4;6,1;1;
0,6;18,8;56,4;3,3;2;
4,2;17,3;24;2,9;2;
5,7;19,4;98,8;3,3;0;
3,9;17,6;69,2;2,1;2;
2,7;27,2;98,4;1,5;0;
10,2;18,8;24,4;5,9;1;
3;29,3;24;2,7;1;
11,7;28,1;8;5,5;1;
9,6;32;24;1,5;1;
0;22,7;87,6;3,7;0;
9,3;29,6;62,8;2,9;1;
1,5;26,9;70,8;2,1;0;
10,8;31,4;4,8;5,7;1;
0,9;17,3;70;2,1;2;
1,5;31,7;38,8;1,9;1;
2,7;25,7;44;1,3;2;
2,7;21,5;36,4;3,3;2;
12;24,2;42;4,7;1;
5,4;21,5;0,4;2,5;2;
7,5;29,6;20,4;6,1;1;
2,7;29,6;60,4;5,3;1;
10,8;20;23,2;4,7;1;
6,9;19,1;30,4;3,7;1;
10,8;23,9;68;5,3;1;
5,1;23,6;75,2;3,7;0;
9,3;24,5;72,8;5,1;0;
1,5;17;47,2;3,9;1;
1,2;17,3;86,4;5,3;0;
4,5;26,9;11,6;4,5;1;
13,5;25,7;1,6;4,5;1;
11,7;27,8;19,2;4,1;1;
3,3;17,6;41,6;1,5;2;
6,3;17,6;75,6;4,5;0;
8,4;21,8;20;6,1;1;
8,7;20,6;10,4;3,9;1;
2,4;22,4;86,8;2,9;0;
5,7;19,4;98,8;3,3;0;
4,2;29,6;45,2;4,9;1;
6,3;27,8;70,4;4,5;0;
1,5;22,4;98;1,7;0;
5,4;31,7;46,4;4,5;1;
5,1;21,5;62,8;2,1;2;
1,5;21,5;24,4;4,3;1;
12,9;24,5;93,2;3,5;0;
2,1;25,4;51,6;3,9;1;
4,8;19,4;8,4;6,1;1;
3;20,6;48;2,1;2;
13,5;17,9;82,4;4,5;0;
10,2;23,9;78,4;4,9;0;
9,3;23,9;37,6;1,5;2;
1,8;28,1;61,6;6,1;1;
0;17,9;64;2,7;2;
6,3;21,5;4;2,1;2;
0,3;27,5;85,2;1,3;0;
0;31,1;58,4;5,7;1;
11,4;19,4;96,4;2,3;0;
1,5;21,5;24,4;4,3;1;
4,8;27,8;36;5,5;1;
4,2;29,6;45,2;4,9;1;
7,2;26,3;13,2;5,5;1;
9;31,4;2,4;1,3;1;
3;28,7;17,2;5,1;1;
0,3;32,3;99,6;1,1;0;
7,2;19,4;92;4,1;0;
10,8;18,8;14,8;3,5;2;
6,9;23,3;0,4;1,1;2;
1,2;28,7;88,8;4,3;0;
4,2;19,7;62,8;6,1;1;
5,4;28,7;7,2;2,7;1;
11,7;18,2;88,4;2,7;0;
1,5;17,6;46;6,1;1;
13,8;20,6;61,6;3,1;2;
3,3;30,5;46;2,7;1;
3,9;17,3;53,6;5,5;1;
5,1;17,6;33,2;1,7;2;
11,1;27,2;82,4;6,1;0;
13,8;23,3;49,2;2,3;2;
0,6;29,9;22;4,3;1;
0,3;27,2;50,8;2,5;2;
5,4;28,4;98,8;1,5;0;
13,2;21,8;44;3,3;2;
0;24,5;88;1,3;0;
1,2;18,8;32;4,1;1;
2,7;20,9;22;6,1;1;
5,7;30,5;46;4,1;1;
3,6;25,4;82,4;1,7;0;
2,4;30,5;50,4;1,9;1;
12,3;22,7;84;1,3;0;
5,7;20;61,6;4,5;1;
10,5;17,6;99,6;3,9;0;
9,9;28,4;32,8;3,9;1;
3,3;30,5;46;2,7;1;
8,7;32,3;23,2;5,1;1;
12,6;29,6;25,6;4,5;1;
10,2;24,2;6,4;1,5;2;
4,2;32,9;66;1,1;1;
12,3;26,3;26,4;5,3;1;
4,2;20;66;3,5;2;
11,7;17,9;92,4;5,7;0;
10,2;31,4;66,4;2,1;1;
7,8;25,4;61,2;4,5;1;
4,2;17,6;97,2;4,7;0;
8,7;26,9;48,4;4,5;1;
13,2;17,6;14,8;2,7;2;
3,6;18,8;54,4;3,1;2;
9,9;19,1;20;5,3;1;
13,8;28,7;32;2,1;1;
12,9;25,1;98,4;4,5;0;
0,3;29;88,8;4,5;0;
0,3;20,3;13,2;1,7;2;
1,8;31,1;71,6;1,7;0;
5,4;20;17,2;2,1;2;
7,2;27,8;23,2;2,3;2;
8,1;18,5;44,4;1,9;2;
13,5;23,3;20;5,7;1;
6,3;23,3;60;3,9;1;
7,2;19,4;92;4,1;0;
5,1;28,7;41,6;4,1;1;
6,9;32,6;12,8;1,3;1;
6,3;24,8;61,2;2,5;2;
4,8;28,7;21,2;1,9;1;
0;27,8;78,8;5,7;0;
3;31,7;92,8;2,1;0;
3;24,8;50,8;5,5;1;
8,1;23,6;14,4;4,3;1;
6,6;21,2;74;2,5;0;
4,8;21,2;2,8;6,1;1;
3,3;25,7;72,4;5,3;0;
7,8;24,5;33,6;1,1;2;
5,4;28,7;34,8;5,5;1;
12;23;64,4;5,9;1;
10,2;25,4;56,4;5,5;1;
9,3;28,1;10,8;3,3;1;
10,8;25,7;66;5,5;1;
7,2;26,3;13,2;5,5;1;
3,9;26,3;15,2;1,9;2;
6,6;32,3;53,2;2,7;1;
9,6;19,1;3,2;4,9;1;
7,8;24,8;25,2;2,1;2;
6;19,7;62;4,5;1;
12;19,7;20;3,7;1;
0,3;25,1;88;3,9;0;
1,2;24,8;62,8;2,7;2;
11,1;21,2;69,6;4,9;1;
12,3;29;34,4;2,5;1;
1,8;17,9;84,4;4,3;0;
11,4;32,9;8;2,7;1;
12,6;27,2;66,4;6,1;1;
9,9;20,6;44,8;4,9;1;
11,4;23;10;2,3;2;
13,2;26,3;97,2;4,5;0;
13,5;27,8;70,8;3,1;0;
4,8;18,8;98,4;5,5;0;
13,5;27,8;0,8;2,3;2;
9,9;27,2;37,6;2,7;2;
13,8;30,8;88,4;4,5;0;
10,5;18,8;49,2;2,7;2;
7,2;19,4;92;4,1;0;
10,5;26,9;8,4;5,1;1;
10,5;30,5;1,2;4,3;1;
2,1;31,4;24,8;4,1;1;
2,4;20,6;2,4;1,1;2;
6,3;22,1;29,2;3,5;2;
13,2;32,9;52,4;5,3;1;
7,5;30,8;26,8;1,3;1;
3,3;17,9;25,6;3,1;2;
12,9;25,4;47,2;2,9;2;
0;22,7;87,6;3,7;0;
3,6;18,2;30,8;5,3;1;
2,4;19,1;35,6;2,7;2;
4,8;18,8;32,8;4,9;1;
6,3;22,7;91,6;5,7;0;
5,4;17,6;46;2,9;2;
5,1;26,3;6;2,9;2;
4,8;23,6;45,6;1,7;2;
13,2;28,7;6,8;2,1;1;
12,3;17,3;31,2;2,9;2;
13,8;17;60,8;2,3;2;
2,7;29;91,2;2,5;0;
3;23,3;98,4;4,7;0;
10,2;20,6;21,2;3,1;2;
13,2;24,8;48,8;2,5;2;
11,7;26,9;3,6;3,9;1;
12,9;29,9;0,8;5,3;1;
11,1;21,8;81,6;6,1;0;
3,3;20,6;92,8;2,3;0;
6,6;29,3;74,8;4,5;0;
2,1;26,9;2,4;4,9;1;
9,9;17,3;99,2;2,5;0;
9;26;84,4;1,5;0;
7,5;26,6;92,4;5,1;0;
4,5;29,6;50;4,1;1;
13,5;31,1;44,4;3,1;1;
11,4;17;14;5,9;1;
9;25,7;34;5,7;1;
12;23;64,4;5,9;1;
4,8;30,2;60;4,9;1;
13,2;17,9;10,8;5,3;1;
10,8;19,7;21,2;2,5;2;
6,9;28,7;84;3,7;0;
11,4;21,5;13,2;5,3;1;
9,9;23;36,8;4,3;1;
1,5;17,6;94,4;6,1;0;
6,3;17;24,4;4,9;1;
9,3;29,9;8,4;3,5;1;
9;26;4;2,3;2;
1,5;29,3;58;4,5;1;
9,9;17,3;99,2;2,5;0;
11,7;31,7;52,4;5,3;1;
4,5;26,6;22,4;5,3;1;
2,1;21,5;27,2;4,9;1;
12,3;28,7;70;3,3;1;
2,7;26,9;41,2;3,9;1;
4,2;25,4;50,4;1,9;2;
8,4;22,1;9,6;1,1;2;
12,9;19,1;89,2;1,1;0;
6,6;26,9;95,2;1,5;0;
1,8;32;31,6;4,5;1;
8,7;25,4;26;2,5;2;
12,3;18,8;59,6;2,3;2;
11,1;22,4;8,4;4,3;1;
10,8;20,9;84,4;2,5;0;
5,7;17,3;29,6;1,1;2;
12,6;30,5;45,2;5,1;1;
0,3;27,5;82,4;2,1;0;
1,2;32,9;12,4;2,3;1;
5,4;18,5;84;4,5;0;
3,3;32;65,2;5,7;1;
7,5;30,2;97,2;5,7;0;
7,8;24,8;25,2;2,1;2;
13,8;17,9;31,6;5,9;1;
4,5;26;40,4;3,5;2;
7,8;21,8;50;1,5;2;
9,6;26,9;58,4;1,9;2;
9,9;18,8;2,4;2,7;2;
9,9;30,2;70,4;1,7;0;
12,3;20;8;6,1;1;
13,8;27,8;98,8;1,9;0;
7,5;23,9;35,6;6,1;1;
8,7;20,6;47,6;5,7;1;
2,7;23,9;60;4,3;1;
4,5;24,8;41,6;5,5;1;
3,9;30,8;61,2;2,5;1;
10,8;20,9;86,8;3,7;0;
6;19,1;17,6;1,1;2;
0;27,2;57,6;5,1;1;
3;32,9;85,2;1,1;0;
7,2;26;11,2;4,7;1;
10,5;31,1;69,2;5,9;1;
4,5;26,9;16;4,1;1;
9,9;28,1;45,6;4,9;1;
13,2;28,4;54,8;3,1;1;
2,7;27,2;30,8;5,9;1;
1,5;17;67,2;3,5;2;
7,8;28,7;59,2;4,1;1;
6,9;20;72;5,1;0;
9,9;29,6;3,6;2,7;1;
9,3;28,4;86,4;4,5;0;
13,2;30,2;86;1,1;0;
10,8;24,8;69,6;3,9;1;
0,6;32,3;2,8;3,3;1;
0,3;26;10,8;2,5;2;
6,3;29;71,2;4,7;0;
1,5;26,3;69,2;5,9;1;
0,6;26;52;1,5;2;
7,8;24,2;56,8;4,9;1;
11,4;24,2;81,6;5,9;0;
0;24,5;8,4;4,7;1;
1,8;31,4;32,4;6,1;1;
6,9;23,6;48,4;1,5;2;
3,3;31,1;62,8;2,1;1;
12,6;29;36;3,1;1;
6;32;63,2;2,7;1;
12;18,2;41,6;2,5;2;
12,6;27,8;27,2;5,5;1;
1,8;30,8;34;2,9;1;
7,5;22,1;95,6;3,3;0;
8,1;27,8;27,6;4,9;1;
3;31,4;95,6;5,7;0;
3,6;18,8;54,4;3,1;2;
8,1;27,5;56;1,3;2;
9,3;24,5;92,8;4,3;0;
9,9;30,2;0,4;1,7;1;
4,2;25,4;42;2,1;2;
3,9;27,8;3,6;6,1;1;
12;17;98;4,1;0;
3,3;25,7;18;2,1;2;
12,9;20;13,6;4,1;1;
8,7;22,1;6,8;4,9;1;
4,8;27,8;34,8;1,9;2;
13,8;27,2;0,8;3,3;2;
11,7;24,5;88,8;3,7;0;
5,4;20;27,2;4,1;1;
8,4;17,3;70,4;6,1;0;
10,8;20,6;46;1,3;2;
0,3;20,3;59,2;3,7;1;
8,1;29,6;56,4;4,7;1;
12,3;17;53,2;4,3;1;
4,8;23,9;78;4,7;0;
8,7;24,8;69,6;2,5;2;
10,8;25,4;2;3,3;2;
0,6;32,3;2,8;3,3;1;
6,3;17;24,4;4,9;1;
12,3;29,3;70;2,3;1;
8,7;28,4;67,2;3,3;1;
5,7;20;61,6;4,5;1;
12,3;31,1;5,2;5,1;1;
3,6;32,3;36,4;1,7;1;
7,8;25,7;10;2,3;2;
7,5;22,4;59,6;2,3;2;
5,4;26,3;52,4;1,3;2;
6;30,2;10;1,3;1;
6,3;25,7;20,4;4,1;1;
11,1;20;77,6;3,3;0;
11,7;23,6;91,2;1,3;0;
9,3;27,5;91,2;4,3;0;
5,4;30,2;68,8;4,7;1;
10,5;32;91,6;1,3;0;
7,2;28,4;65,6;2,5;1;
0,9;26;34;1,3;2;
6,9;22,4;24;3,9;1;
6,9;21,8;78,4;1,1;0;
7,5;18,8;70,4;1,7;0;
5,4;26,3;71,6;2,1;0;
11,1;21,8;23,2;2,1;2;
2,1;24,2;23,2;2,5;2;
5,4;21,5;0,4;2,5;2;
13,5;25,1;13,2;6,1;1;
12,3;29,6;46,8;5,3;1;
13,2;21,8;76;5,1;0;
3;21,8;90,8;3,7;0;
7,2;21,8;1,6;5,3;1;
3,3;17;52,4;3,7;1;
6;19,4;58,8;3,5;2;
4,8;27,8;36;5,5;1;
1,8;24,2;78;2,3;0;
13,2;32,9;10,4;2,5;1;
8,1;25,1;31,6;1,7;2;
3,9;19,4;45,2;2,9;2;
1,8;22,1;9,6;2,5;2;
9,3;28,1;79,2;1,5;0;
3,9;19,7;54,8;1,3;2;
1,5;29,3;58;4,5;1;
11,7;25,4;22,8;2,7;2;
7,5;22,4;59,6;2,3;2;
4,2;25,7;24,4;1,9;2;
1,5;26,9;71,6;1,1;0;
9;25,4;88,4;3,7;0;
5,1;22,4;49,2;3,7;1;
5,1;31,7;82;2,5;0;
1,2;18,8;84;4,3;0;
12,9;20,3;35,6;5,7;1;
13,5;25,7;1,6;4,5;1;
6;23,6;42,8;2,3;2;
9,3;23;16;1,1;2;
4,5;20;4,8;2,5;2;
0;26,6;14,4;4,1;1;
9,6;25,7;52;3,5;2;
9,3;22,4;98;3,5;0;
10,5;22,7;41,6;1,1;2;
0;27,2;57,6;5,1;1;
10,2;32,6;95,2;1,7;0;
9,3;26,9;15,6;1,1;2;
1,8;27,2;84;3,9;0;
2,1;32,6;27,6;4,1;1;
3,3;26;25,2;5,9;1;
4,8;19,1;57,2;4,7;1;
8,4;24,5;34,8;1,9;2;
0,3;27,5;85,2;1,3;0;
13,8;22,1;81,6;3,9;0;
6,6;19,7;19,2;2,7;2;
12,6;19,4;58;4,7;1;
3,9;31,4;64,4;3,7;1;
8,1;17,9;36,4;3,5;2;
10,2;32,6;73,2;5,7;0;
1,2;32;72,8;5,5;0;
11,1;23;84,8;5,3;0;
3,9;19,1;72;5,5;0;
5,7;22,1;10;3,1;2;
1,8;30,2;43,6;2,7;1;
3,3;18,8;16,8;5,7;1;
8,1;22,4;71,6;1,3;0;
10,8;21,2;84,4;4,5;0;
13,5;32,9;43,6;2,7;1;
10,5;22,4;22,4;4,9;1;
0;26,9;58,8;3,3;2;
6,3;32,3;61,6;2,3;1;
12;20;68;2,1;2;
9,6;23,3;0,4;3,7;1;
3,3;23,6;26,4;5,5;1;
7,2;25,1;77,6;1,7;0;
13,5;32;70,4;4,9;0;
1,8;31,4;73,6;2,7;0;
3,6;24,8;45,2;1,9;2;
9;17,6;32,8;1,3;2;
8,7;30,8;97,2;4,7;0;
11,7;23,6;91,2;1,3;0;
2,4;29,3;14;4,1;1;
12;23,9;20,8;2,9;2;
6;22,1;78,8;3,5;0;
9;25,7;58,4;3,5;2;
1,5;29,3;58;4,5;1;
8,4;22,7;6,8;3,9;1;
3,3;25,7;18;2,1;2;
1,2;23,9;34,8;5,7;1;
9;18,8;61,6;1,9;2;
2,4;31,4;31,2;4,9;1;
4,2;21,2;42;5,9;1;
4,2;21,8;52;1,3;2;
12;26,3;73,2;2,5;0;
10,5;31,4;21,2;5,3;1;
6,6;26;54,8;5,7;1;
10,5;18,2;74,8;1,1;0;
6,3;19,7;75,6;2,7;0;
3,9;19,4;45,2;2,9;2;
3,3;17,3;76,4;2,7;0;
7,8;29,9;81,6;1,9;0;
1,8;27,2;25,6;1,1;2;
1,5;22,4;98;1,7;0;
0,9;31,7;54;6,1;1;
0,6;20,9;0;5,9;1;
5,4;17,3;69,6;5,3;1;
11,7;32,9;18;3,1;1;
9,3;31,1;63,2;5,5;1;
6,3;17,3;24,8;3,3;2;
5,7;26,9;16,8;1,7;2;
5,4;22,4;7,6;3,9;1;
6;32,9;59,6;3,5;1;
5,1;17,3;78,4;4,9;0;
0;18,8;74,4;3,1;0;
1,5;29;30,8;1,5;1;
8,1;19,7;74,4;2,5;0;
11,4;25,1;51,2;1,1;2;
9,6;29,3;79,6;4,7;0;
3,6;31,1;6,4;3,1;1;
7,2;21,8;35,2;2,7;2;
6,9;17;1,6;5,1;1;
13,5;19,4;45,6;3,9;1;
4,5;19,1;59,6;2,3;2;
10,2;17,9;88,8;1,1;0;
0,3;30,2;13,6;2,5;1;
11,1;22,7;6,4;5,7;1;
2,7;20,9;77,6;2,3;0;
3,3;25,7;72,4;5,3;0;
9,6;25,7;52;3,5;2;
11,1;28,1;11,6;1,1;1;
3,3;17;52,4;3,7;1;
0;23,6;60,4;3,7;1;
8,1;25,1;31,6;1,7;2;
7,8;25,7;10;2,3;2;
4,5;19,1;20,4;4,9;1;
3;19,4;10;5,5;1;
0,3;22,1;92;2,9;0;
12,6;27,5;96,4;3,1;0;
5,7;23,9;47,6;5,3;1;
13,5;25,7;1,6;4,5;1;
3,6;32,6;71,6;3,9;0;
5,4;29,3;78;4,1;0;
8,4;24,5;34,8;1,9;2;
9,3;21,8;5,2;4,5;1;
6;31,4;16,4;2,5;1;
0,3;32,3;61,6;4,5;1;
6,3;18,2;40;1,1;2;
5,1;23,6;84,8;2,1;0;
13,5;24,8;66;2,9;2;
4,2;29;98,8;5,7;0;
10,8;23,3;83,2;4,9;0;
4,2;20;47,2;1,5;2;
4,8;19,4;8,4;6,1;1;
0,3;29,3;10,8;5,1;1;
5,1;27,8;46,8;2,7;2;
3,6;17,9;85,2;5,5;0;
1,8;25,7;33,2;3,9;1;
2,4;31,4;31,2;4,9;1;
1,8;22,1;21,6;4,3;1;
1,8;17,3;99,6;2,1;0;
6;18,8;6,8;2,9;2;
3,3;18,8;16,8;5,7;1;
6,3;25,7;20,4;4,1;1;
11,7;24,8;71,6;1,7;0;
12,3;26,3;26,4;5,3;1;
7,5;30,5;54;5,5;1;
0,3;29,6;90,4;2,3;0;
8,4;23,9;26,8;1,1;2;
5,7;21,8;96;4,3;0;
8,7;17,9;62,4;5,3;1;
3;29;44,8;1,9;1;
7,8;25,4;61,2;4,5;1;
11,4;19,4;96,4;2,3;0;
1,2;17,6;92,8;3,5;0;
3;24,5;89,2;4,7;0;
2,1;26,6;29,2;3,3;2;
2,7;27,8;13,2;5,1;1;
6,9;31,4;35,6;2,1;1;
10,8;17;28;2,7;2;
11,1;32,6;33,6;2,5;1;
11,1;31,1;86,8;1,1;0;
10,5;18,8;33,6;3,5;2;
3,9;20;26,8;6,1;1;
8,1;32,3;94;4,7;0;
3,9;23,9;68;2,3;2;
9,9;22,7;98,8;6,1;0;
1,8;20,6;90,8;3,5;0;
11,7;30,8;50,8;3,1;1;
1,8;32,6;30,8;4,1;1;
6;23,9;18,8;4,9;1;
3;32,9;85,2;1,1;0;
2,7;29;91,2;2,5;0;
7,8;17,9;25,2;6,1;1;
6;32,6;47,6;4,7;1;
11,7;29;53,2;3,3;1;
2,4;30,5;50,4;1,9;1;
1,2;23,3;88,4;5,7;0;
12,9;26,6;94;4,9;0;
10,8;31,7;20,4;1,7;1;
4,5;31,7;44,8;2,3;1;
5,4;26,6;73,2;2,7;0;
13,5;21,5;71,2;3,1;0;
8,4;17;78,8;5,7;0;
8,4;25,4;98;5,7;0;
11,7;19,7;18;1,7;2;
9,6;31,4;29,6;2,5;1;
4,2;29,3;76;3,5;0;
3,9;17;68;4,5;1;
3;17,3;84,4;1,5;0;
6;32;63,2;2,7;1;
9;18,5;35,2;4,7;1;
5,7;32,6;0,4;4,9;1;
6,3;22,1;29,2;3,5;2;
6,3;30,8;52;4,7;1;
12,6;29;77,2;6,1;0;
0,3;27,2;50,8;2,5;2;
0,3;32,9;84,8;4,9;0;
13,2;30,5;44;3,7;1;
0,6;23,9;22,4;4,3;1;
10,2;26,3;6;2,5;2;
13,8;19,1;87,2;1,9;0;
9,6;32;24;1,5;1;
5,4;26;20,8;4,3;1;
2,1;19,1;29,6;1,5;2;
10,5;32,6;81,2;3,3;0;
11,1;20;77,6;3,3;0;
10,8;26,9;30,4;1,5;2;
12,6;28,1;65,2;4,3;1;
7,5;30,5;62,8;5,7;1;
12,6;19,4;58;4,7;1;
0,6;23,9;7,2;2,1;2;
6,3;32,3;38,8;2,1;1;
6,6;19,7;19,2;2,7;2;
9;17,6;32,8;1,3;2;
6;31,1;36,8;2,3;1;
13,5;19,1;72;3,3;0;
6,6;25,4;6;6,1;1;
12,3;26,9;75,2;2,7;0;
13,8;22,1;81,6;3,9;0;
12,3;29;27,6;2,3;1;
6,6;27,2;16,4;3,9;1;
3,9;19,7;0;1,9;2;
9,6;32;19,6;1,3;1;
13,5;19,1;26;5,7;1;
1,8;20,6;90,8;3,5;0;
8,7;29;15,6;2,9;1;
9,9;24,5;59,2;2,1;2;
2,1;21,5;27,2;4,9;1;
0,6;25,1;84,8;3,1;0;
6,3;30,2;37,2;5,5;1;
6,9;19,1;30,4;3,7;1;
5,4;21,5;0,4;2,5;2;
9;26;90;5,5;0;
8,1;25,1;31,6;1,7;2;
4,2;21,5;67,6;5,9;1;
9,6;22,7;83,6;4,7;0;
0,6;31,4;11,6;3,9;1;
8,1;17,3;92,8;3,9;0;
3,6;32,9;77,6;3,1;0;
0;29,3;93,6;3,5;0;
12,6;27,2;33,2;5,5;1;
8,1;29,6;21,2;2,7;1;
1,2;23,9;34,8;5,7;1;
12;18,5;33,6;2,1;2;
2,7;21,5;36,4;3,3;2;
13,5;23;15,6;4,3;1;
10,2;21,2;82,8;3,5;0;
10,5;23,6;71,6;4,5;0;
10,8;25,7;12,4;1,9;2;
10,8;26;34,8;2,7;2;
13,5;19,1;72;3,3;0;
0,9;29,6;87,2;2,7;0;
1,5;20;99,6;2,5;0;
2,7;23,9;60;4,3;1;
1,2;17,6;92,8;3,5;0;
1,8;32,3;42,8;1,9;1;
4,2;29,9;68;1,5;1;
1,8;24,2;50,4;3,5;2;
8,1;19,7;44;6,1;1;
10,8;29,3;57,2;5,5;1;
1,8;32,3;9,2;3,7;1;
12;19,7;20;3,7;1;
11,4;20,3;58;4,9;1;
4,8;19,4;8,4;6,1;1;
3,3;17,9;25,6;3,1;2;
13,8;26,3;2,8;3,3;2;
2,4;28,7;81,2;3,3;0;
4,5;20;52;1,9;2;
11,1;22,7;6,4;5,7;1;
6;19,4;47,2;1,7;2;
9;20,3;71,6;4,7;0;
6,9;21,2;62;3,1;2;
10,8;29,3;1,2;5,5;1;
7,8;30,5;24,8;3,5;1;
2,1;25,7;83,2;4,3;0;
13,2;19,1;9,6;4,1;1;
0,9;17;58;2,9;2;
11,7;24,8;57,6;3,1;2;
12,3;21,5;76;3,1;0;
7,8;25,7;10;2,3;2;
4,2;20;24;6,1;1;
7,8;26,6;26,4;4,1;1;
5,1;25,4;56,4;5,5;1;
13,8;30,8;88,4;4,5;0;
8,1;25,1;31,6;1,7;2;
0;17;54;1,1;2;
6,9;17;8,8;2,9;2;
6,3;20,9;22;5,3;1;
13,5;25,7;42,4;5,5;1;
0;24,5;88;1,3;0;
4,5;26;40,4;3,5;2;
1,2;27,2;64;1,5;2;
6;24,8;10,8;4,7;1;
10,5;18,8;33,6;3,5;2;
6;25,7;36,8;5,9;1;
13,5;20;34,4;5,1;1;
12,6;22,4;62,8;4,5;1;
11,7;22,1;82,8;2,5;0;
12,3;18,8;59,6;2,3;2;
10,8;30,5;33,6;2,9;1;
13,8;28,4;16,8;1,7;1;
3;25,4;94,8;3,7;0;
13,2;23,9;98,8;1,3;0;
8,1;22,4;84,4;3,1;0;
2,1;18,8;33,6;1,7;2;
5,4;28,1;1,6;5,9;1;
3,9;32,6;13,2;1,1;1;
6,6;32,6;32,4;3,3;1;
9,3;26,9;84,4;1,7;0;
2,1;26,9;2,4;4,9;1;
2,7;17,6;81,2;4,7;0;
11,7;25,4;87,6;5,5;0;
2,1;29,6;62,8;2,5;1;
13,5;29,3;93,6;1,9;0;
0,6;30,5;42;6,1;1;
11,4;20,3;74;2,9;0;
11,7;32,3;6;2,5;1;
5,7;26;50,8;6,1;1;
13,2;19,1;50;1,5;2;
8,4;23;58,8;1,7;2;
6;28,1;77,6;2,5;0;
12;19,4;79,2;3,1;0;
11,7;32,3;10,8;5,5;1;
2,7;29,9;85,6;1,9;0;
1,2;18,8;23,6;1,1;2;
6,9;31,4;80,8;2,7;0;
0;20,3;2;1,1;2;
3,6;25,4;82,4;1,7;0;
9,9;26,3;0,4;4,1;1;
6,3;30,5;94,8;4,9;0;
0,3;30,2;13,6;2,5;1;
